data,sad,sygnatura,wynik,charakter,przyczyna,rodzaj,opis,link,nsa_sygnatura,nsa_link,nsa_zmienil,zrodlo
2025-06-25,WSA we Wrocławiu,II SAB/Wr 721/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Pobyt czasowy i praca,"Postępowanie sądowoadministracyjne umorzono w całości wskutek skutecznego cofnięcia skargi przez pełnomocnika skarżącego. Nie rozstrzygnięto merytorycznie, czy Wojewoda pozostawał w bezczynności.",https://orzeczenia.nsa.gov.pl/doc/CD0535F9F4,,,,cbosa
2025-06-25,WSA we Wrocławiu,II SAB/Wr 753/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Zezwolenie na pobyt czasowy i pracę – skarga na bezczynność Wojewody,Skarżący nie uzyskał merytorycznego rozstrzygnięcia w przedmiocie bezczynności ani zobowiązania organu do działania; całe postępowanie sądowoadministracyjne umorzono wskutek skutecznego cofnięcia skargi.,https://orzeczenia.nsa.gov.pl/doc/A87D4B382B,,,,cbosa
2025-06-25,WSA we Wrocławiu,IV SAB/Wr 562/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Zezwolenie na pobyt czasowy i pracę – skarga na bezczynność,Postępowanie sądowoadministracyjne umorzono w całości wskutek skutecznego cofnięcia skargi. Sąd nie rozpoznał merytorycznie zarzutu bezczynności Wojewody Dolnośląskiego.,https://orzeczenia.nsa.gov.pl/doc/7FE299980F,,,,cbosa
2025-06-25,WSA we Wrocławiu,IV SAB/Wr 571/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Pobyt czasowy i praca,Postępowanie sądowoadministracyjne zostało w całości umorzone wskutek skutecznego cofnięcia skargi. Skarżący nie uzyskał merytorycznego rozstrzygnięcia zarzutu bezczynności Wojewody Dolnośląskiego.,https://orzeczenia.nsa.gov.pl/doc/26CC6284B8,,,,cbosa
2025-06-25,WSA we Wrocławiu,IV SAB/Wr 619/25,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Pobyt czasowy i praca,Skarga na bezczynność została w całości odrzucona z powodu nieuiszczenia wpisu sądowego; zarzut bezczynności nie został rozpoznany merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/2EA265C0D6,,,,cbosa
2025-06-25,WSA we Wrocławiu,IV SAB/Wr 621/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Zezwolenie na pobyt czasowy i pracę – skarga na bezczynność,"Po skutecznym cofnięciu skargi postępowanie sądowoadministracyjne zostało w całości umorzone, bez merytorycznej oceny zarzucanej bezczynności Wojewody Dolnośląskiego.",https://orzeczenia.nsa.gov.pl/doc/6CC33E7ED6,,,,cbosa
2025-06-25,WSA we Wrocławiu,IV SAB/Wr 654/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Pobyt czasowy i praca – skarga na bezczynność,Skarżący nie uzyskał merytorycznego rozstrzygnięcia zarzutu bezczynności ani nakazania organowi załatwienia sprawy; po skutecznym cofnięciu skargi całe postępowanie sądowoadministracyjne umorzono.,https://orzeczenia.nsa.gov.pl/doc/3F4EDC9434,,,,cbosa
2025-06-26,WSA w Szczecinie,II SAB/Sz 88/25,Negatywny,Merytoryczny,Sąd rozpoznał główną skargę merytorycznie i oddalił ją jako niezasadną.,Pobyt czasowy i praca,WSA oddalił w całości skargę O. M. na bezczynność Wojewody Zachodniopomorskiego.,https://orzeczenia.nsa.gov.pl/doc/BBD20E1953,,,,cbosa
2025-06-26,WSA we Wrocławiu,II SAB/Wr 301/25,Pozytywny,Merytoryczny,,Pobyt czasowy i praca,"Sąd stwierdził przewlekłe prowadzenie postępowania przez organ i rażące naruszenie prawa w sprawie zaświadczenia potwierdzającego datę złożenia wniosku o pobyt czasowy i pracę; w części zobowiązania organu postępowanie umorzono, a zasądzono zwrot kosztów.",https://orzeczenia.nsa.gov.pl/doc/0439F8DB09,,,,cbosa
2025-06-26,WSA we Wrocławiu,II SAB/Wr 468/25,Negatywny,Merytoryczny,Sąd rozpoznał główną skargę merytorycznie i oddalił ją jako niezasadną.,Pobyt czasowy,Skarga na bezczynność Wojewody Dolnośląskiego została oddalona w całości.,https://orzeczenia.nsa.gov.pl/doc/5BBB4104F2,,,,cbosa
2025-06-26,WSA we Wrocławiu,II SAB/Wr 513/25,Negatywny,Merytoryczny,Sąd rozpoznał główną skargę merytorycznie i oddalił ją jako niezasadną.,Zezwolenie na pobyt czasowy,Skarga na bezczynność Wojewody Dolnośląskiego została oddalona w całości.,https://orzeczenia.nsa.gov.pl/doc/EB7EE9FF62,,,,cbosa
2025-06-26,WSA we Wrocławiu,II SAB/Wr 751/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Skarga na bezczynność Wojewody w sprawie zezwolenia na pobyt czasowy i pracę,Postępowanie przed WSA zostało w całości umorzone wskutek skutecznego cofnięcia skargi przez pełnomocnika skarżącego. Zarzut bezczynności nie został rozpoznany merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/0A2EF2B053,,,,cbosa
2025-06-26,WSA w Poznaniu,IV SAB/Po 123/25,Negatywny,Procesowy,"Wniosek nie zawierał dokumentów i informacji niezbędnych do ustalenia
przedmiotu żądania oraz rozpoznania sprawy, a braki nie zostały uzupełnione;
w konsekwencji termin załatwienia sprawy nie rozpoczął biegu i sąd nie
stwierdził bezczynności organu.; Bieg terminu załatwienia sprawy nie rozpoczął się albo uległ zawieszeniu na podstawie art. 100c lub art. 100d ustawy o pomocy obywatelom Ukrainy, dlatego sąd nie stwierdził bezczynności ani przewlekłości organu.",Bezczynność w sprawie zezwolenia na pobyt czasowy i pracę,"Skarga na bezczynność Wojewody została oddalona w całości. Nie stwierdzono bezczynności, nie zobowiązano organu do wydania aktu ani dokonania czynności i nie przyznano skarżącemu żadnej ochrony pieniężnej.",https://orzeczenia.nsa.gov.pl/doc/02F4281791,,,,cbosa
2025-06-26,WSA w Warszawie,IV SAB/Wa 211/25,Negatywny,Merytoryczny,szczegółowe uzasadnienie niepodane w wykazie WSA,Pobyt czasowy,Oddalono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2025-06-26,WSA we Wrocławiu,IV SAB/Wr 177/25,Negatywny,Procesowy,"Nie wykazano uprzedniego wniesienia ponaglenia do właściwego organu, mimo że wniesienie takiego ponaglenia jest warunkiem dopuszczalności skargi na bezczynność lub przewlekłe prowadzenie postępowania.",Pobyt czasowy,Skarga została w całości odrzucona bez merytorycznego zbadania zarzutu przewlekłości. Skarżącej zwrócono 100 zł wpisu sądowego.,https://orzeczenia.nsa.gov.pl/doc/C38AA8F1BF,,,,cbosa
2025-06-26,WSA we Wrocławiu,IV SAB/Wr 191/25,Pozytywny,Merytoryczny,,Pobyt czasowy,Zobowiązano Wojewodę Dolnośląskiego do wydania zaświadczenia/aktu w terminie 14 dni oraz stwierdzono rażącą przewlekłość postępowania; oddalono żądanie przyznania sumy pieniężnej.,https://orzeczenia.nsa.gov.pl/doc/737958D57A,,,,cbosa
2025-06-26,WSA we Wrocławiu,IV SAB/Wr 656/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Zezwolenie na pobyt czasowy i pracę – skarga na bezczynność wojewody,Postępowanie sądowoadministracyjne zostało w całości umorzone wskutek skutecznego cofnięcia skargi; sąd nie rozstrzygnął merytorycznie zarzutu bezczynności.,https://orzeczenia.nsa.gov.pl/doc/B1037F3FBC,,,,cbosa
2025-06-26,WSA we Wrocławiu,IV SAB/Wr 671/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Pobyt czasowy i praca,Skarżąca nie uzyskała merytorycznego rozstrzygnięcia zarzutu bezczynności. Zgodnie z sentencją skargę odrzucono; uzasadnienie wskazuje natomiast na skuteczne cofnięcie skargi i umorzenie postępowania.,https://orzeczenia.nsa.gov.pl/doc/705393C8CD,,,,cbosa
2025-06-27,WSA we Wrocławiu,II SAB/Wr 666/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Pobyt czasowy i praca — skarga na bezczynność Wojewody,"Postępowanie sądowoadministracyjne umorzono po skutecznym cofnięciu skargi przez pełnomocnika skarżącego. Zarzut bezczynności nie został rozpoznany merytorycznie, a skarżący nie uzyskał stwierdzenia bezczynności ani zobowiązania organu do działania.",https://orzeczenia.nsa.gov.pl/doc/2094867DE3,,,,cbosa
2025-06-27,WSA we Wrocławiu,II SAB/Wr 674/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Pobyt czasowy i praca,Postępowanie sądowoadministracyjne umorzono w całości wskutek skutecznego cofnięcia skargi; zarzut bezczynności Wojewody nie został rozpoznany merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/A84462CF31,,,,cbosa
2025-06-27,WSA we Wrocławiu,II SAB/Wr 714/25,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Bezczynność w sprawie zezwolenia na pobyt czasowy i pracę,Skarga została w całości odrzucona z powodu nieuiszczenia wpisu sądowego; zarzut bezczynności Wojewody nie został rozpoznany merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/99140AB10E,,,,cbosa
2025-06-27,WSA we Wrocławiu,II SAB/Wr 738/25,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Pobyt czasowy i praca,Skarga na bezczynność została w całości odrzucona z powodu nieuiszczenia wpisu sądowego. Sąd nie rozpoznał zarzutu bezczynności ani skuteczności cofnięcia skargi.,https://orzeczenia.nsa.gov.pl/doc/AD8B4E4D38,,,,cbosa
2025-06-27,WSA we Wrocławiu,II SAB/Wr 754/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Bezczynność w sprawie zezwolenia na pobyt czasowy i pracę,Postępowanie sądowoadministracyjne wszczęte skargą na bezczynność zostało w całości umorzone wskutek skutecznego cofnięcia skargi; sąd nie rozstrzygnął merytorycznie zarzutu bezczynności.,https://orzeczenia.nsa.gov.pl/doc/B2A1B41C4A,,,,cbosa
2025-06-27,WSA w Gdańsku,III SAB/Gd 115/25,Bez rozstrzygnięcia,,,Pobyt czasowy i praca,Brak rozstrzygnięcia meritum w tym dokumencie,https://orzeczenia.nsa.gov.pl/doc/13F4F8709C,II OSK 2034/25,https://orzeczenia.nsa.gov.pl/doc/BA7579ED87,Nie,cbosa
2025-06-27,WSA we Wrocławiu,IV SAB/Wr 259/25,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.; Nie uzupełniono wymaganego numeru PESEL strony będącej osobą fizyczną albo nie złożono oświadczenia o jego nieposiadaniu, mimo prawidłowego wezwania sądu, co skutkowało odrzuceniem skargi z powodu nieusunięcia braku formalnego.",Skarga na bezczynność w sprawie zezwolenia na pobyt czasowy i pracę,"Skarga została w całości odrzucona z dwóch przyczyn proceduralnych, bez merytorycznej oceny zarzucanej bezczynności Wojewody Dolnośląskiego.",https://orzeczenia.nsa.gov.pl/doc/F920ED4F65,,,,cbosa
2025-06-27,WSA we Wrocławiu,IV SAB/Wr 534/25,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.; Nie uzupełniono wymaganego numeru PESEL strony będącej osobą fizyczną albo nie złożono oświadczenia o jego nieposiadaniu, mimo prawidłowego wezwania sądu, co skutkowało odrzuceniem skargi z powodu nieusunięcia braku formalnego.; Nie złożono wymaganych kopii, odpisów lub innych dokumentów pomimo wezwania sądu.; Nie wykazano uprzedniego wniesienia ponaglenia do właściwego organu, mimo że wniesienie takiego ponaglenia jest warunkiem dopuszczalności skargi na bezczynność lub przewlekłe prowadzenie postępowania.",Pobyt czasowy i praca,Skarga została w całości odrzucona z przyczyn procesowych. Skarżący nie uzyskał merytorycznego stwierdzenia bezczynności ani zobowiązania organu do załatwienia sprawy.,https://orzeczenia.nsa.gov.pl/doc/BF2D333CD3,,,,cbosa
2025-06-27,WSA we Wrocławiu,IV SAB/Wr 615/25,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Zezwolenie na pobyt czasowy i pracę – skarga na bezczynność,Skarga została w całości odrzucona bez merytorycznego rozpoznania zarzutu bezczynności Wojewody Dolnośląskiego.,https://orzeczenia.nsa.gov.pl/doc/6936AD65E8,,,,cbosa
2025-06-27,WSA we Wrocławiu,IV SAB/Wr 640/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Zezwolenie na pobyt czasowy i pracę – bezczynność organu,Postępowanie sądowoadministracyjne umorzono w całości wskutek skutecznego cofnięcia skargi; żądanie ochrony przed bezczynnością nie zostało rozpoznane merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/E4A696FE8C,,,,cbosa
2025-06-27,WSA we Wrocławiu,IV SAB/Wr 658/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Zezwolenie na pobyt czasowy i pracę – skarga na bezczynność wojewody,"Całe postępowanie sądowoadministracyjne umorzono wskutek skutecznego cofnięcia skargi. Zarzut bezczynności nie został rozpoznany merytorycznie, a skarżący nie uzyskał zobowiązania organu ani innego korzystnego rozstrzygnięcia.",https://orzeczenia.nsa.gov.pl/doc/A4DB454E99,,,,cbosa
2025-06-27,WSA we Wrocławiu,IV SAB/Wr 670/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Pobyt czasowy i praca,"Skarżący cofnął skargę, a WSA umorzył całe postępowanie sądowoadministracyjne bez merytorycznego rozstrzygnięcia zarzutu bezczynności.",https://orzeczenia.nsa.gov.pl/doc/EB70ED69CC,,,,cbosa
2025-06-30,WSA we Wrocławiu,II SAB/Wr 349/25,Negatywny,Procesowy,"Nie oznaczono jednoznacznie przedmiotu skargi, w szczególności organu albo rodzaju zarzucanej bezczynności lub przewlekłości, mimo wezwania sądu do usunięcia tego braku formalnego.; Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.; Nie uzupełniono wymaganego podpisu pod skargą lub innym pismem.",Pobyt czasowy i praca,Skarga na bezczynność Wojewody Dolnośląskiego została w całości odrzucona bez merytorycznego rozpoznania bezczynności lub przewlekłości.,https://orzeczenia.nsa.gov.pl/doc/573C9A7F3E,,,,cbosa
2025-06-30,WSA we Wrocławiu,II SAB/Wr 529/25,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.; Nie wykazano uprzedniego wniesienia ponaglenia do właściwego organu, mimo że wniesienie takiego ponaglenia jest warunkiem dopuszczalności skargi na bezczynność lub przewlekłe prowadzenie postępowania.",Pobyt czasowy i praca,Skarga na przewlekłe prowadzenie postępowania została w całości odrzucona bez merytorycznego zbadania zarzucanej przewlekłości.,https://orzeczenia.nsa.gov.pl/doc/6F4A72E9D9,,,,cbosa
2025-06-30,WSA we Wrocławiu,II SAB/Wr 597/25,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Zezwolenie na pobyt czasowy i pracę — skarga na bezczynność/przewlekłość,Skarga została w całości odrzucona z powodu nieuiszczenia wpisu sądowego; zarzut bezczynności lub przewlekłości nie został rozpoznany merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/9876D8E9EF,,,,cbosa
2025-06-30,WSA we Wrocławiu,II SAB/Wr 701/25,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Pobyt czasowy i praca,Skarga na bezczynność Wojewody Dolnośląskiego została w całości odrzucona z powodu nieuiszczenia wpisu sądowego. Zarzut bezczynności nie został rozpoznany merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/A6118B0C7C,,,,cbosa
2025-06-30,WSA we Wrocławiu,II SAB/Wr 725/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Skarga na bezczynność Wojewody w sprawie zezwolenia na pobyt czasowy i pracę,Postępowanie sądowoadministracyjne umorzono w całości wskutek skutecznego cofnięcia skargi. Sąd nie rozstrzygnął merytorycznie zarzutu bezczynności i nie udzielił skarżącemu żądanej ochrony.,https://orzeczenia.nsa.gov.pl/doc/14ECF171FE,,,,cbosa
2025-06-30,WSA we Wrocławiu,II SAB/Wr 742/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Pobyt czasowy i praca,Skarżący nie uzyskał merytorycznego rozstrzygnięcia stwierdzającego bezczynność ani przewlekłość Wojewody; wskutek skutecznego cofnięcia skargi postępowanie sądowoadministracyjne umorzono w całości.,https://orzeczenia.nsa.gov.pl/doc/C1DA72D6A5,,,,cbosa
2025-06-30,WSA we Wrocławiu,IV SAB/Wr 211/25,Negatywny,Procesowy,"Organ zakończył prowadzone postępowanie przed wniesieniem skargi na bezczynność lub przewlekłość, w szczególności przez przekazanie sprawy według właściwości, co wyłączyło merytoryczne rozpoznanie skargi.",Pobyt czasowy i praca,Skarga na przewlekłe prowadzenie postępowania została w całości odrzucona bez merytorycznej oceny historycznego sposobu prowadzenia postępowania. Jako rozstrzygnięcie uboczne zwrócono skarżącemu 100 zł wpisu sądowego.,https://orzeczenia.nsa.gov.pl/doc/742A27AE5D,,,,cbosa
2025-06-30,WSA we Wrocławiu,IV SAB/Wr 486/25,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Pobyt czasowy i praca,Skarga na bezczynność i przewlekłe prowadzenie postępowania została w całości odrzucona z powodu nieuiszczenia wpisu sądowego pomimo wezwania.,https://orzeczenia.nsa.gov.pl/doc/004E37B8FD,,,,cbosa
2025-06-30,WSA we Wrocławiu,IV SAB/Wr 505/25,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Bezczynność w udostępnieniu akt sprawy o zezwolenie na pobyt rezydenta długoterminowego UE,Skarga została w całości odrzucona z powodu nieuiszczenia wpisu sądowego; zarzut bezczynności nie został rozpoznany merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/9D2F881945,,,,cbosa
2025-06-30,WSA we Wrocławiu,IV SAB/Wr 539/25,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Pobyt czasowy i praca – skarga na bezczynność Wojewody,"Skarga na bezczynność została w całości odrzucona z powodu nieuiszczenia wpisu sądowego. Sąd nie zbadał merytorycznie, czy Wojewoda pozostawał bezczynny.",https://orzeczenia.nsa.gov.pl/doc/0C507E7C1F,,,,cbosa
2025-06-30,WSA we Wrocławiu,IV SAB/Wr 546/25,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.; Nie wykazano uprzedniego wniesienia ponaglenia do właściwego organu, mimo że wniesienie takiego ponaglenia jest warunkiem dopuszczalności skargi na bezczynność lub przewlekłe prowadzenie postępowania.",Pobyt czasowy i praca – skarga na bezczynność,Skarga na bezczynność Wojewody Dolnośląskiego została w całości odrzucona bez merytorycznej oceny bezczynności.,https://orzeczenia.nsa.gov.pl/doc/7845845470,,,,cbosa
2025-06-30,WSA we Wrocławiu,IV SAB/Wr 580/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Pobyt czasowy i praca,"Postępowanie sądowe zostało w całości umorzone wskutek skutecznego cofnięcia skargi; WSA nie rozstrzygnął merytorycznie, czy Wojewoda pozostawał w bezczynności.",https://orzeczenia.nsa.gov.pl/doc/B54A1A5BE6,,,,cbosa
2025-06-30,WSA we Wrocławiu,IV SAB/Wr 588/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Zezwolenie na pobyt czasowy i pracę – skarga na bezczynność wojewody,Postępowanie sądowoadministracyjne zostało w całości umorzone wskutek skutecznego cofnięcia skargi; sąd nie rozstrzygnął merytorycznie zarzutu bezczynności.,https://orzeczenia.nsa.gov.pl/doc/D88AC0D79B,,,,cbosa
2025-06-30,WSA we Wrocławiu,IV SAB/Wr 608/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Zezwolenie na pobyt czasowy i pracę – skarga na bezczynność,Postępowanie sądowoadministracyjne zostało w całości umorzone wskutek skutecznego cofnięcia skargi. Sąd nie rozpoznał merytorycznie zarzutu bezczynności Wojewody.,https://orzeczenia.nsa.gov.pl/doc/C19C5F42A3,,,,cbosa
2025-06-30,WSA we Wrocławiu,IV SAB/Wr 627/25,Negatywny,Procesowy,"Nie wykazano uprzedniego wniesienia ponaglenia do właściwego organu, mimo że wniesienie takiego ponaglenia jest warunkiem dopuszczalności skargi na bezczynność lub przewlekłe prowadzenie postępowania.",Pobyt czasowy i praca,Skarga na bezczynność Wojewody Dolnośląskiego została w całości odrzucona bez merytorycznego zbadania bezczynności. Informacja o cofnięciu skargi nie wywołała skutków procesowych.,https://orzeczenia.nsa.gov.pl/doc/3F3BC51172,,,,cbosa
2025-06-30,WSA we Wrocławiu,IV SAB/Wr 635/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Pobyt czasowy i praca,Postępowanie sądowoadministracyjne umorzono w całości wskutek skutecznego cofnięcia skargi. Skarżący nie uzyskał merytorycznego stwierdzenia bezczynności ani zobowiązania organu do działania.,https://orzeczenia.nsa.gov.pl/doc/4AD7C74471,,,,cbosa
2025-07-01,WSA we Wrocławiu,II SAB/Wr 340/25,Nie dotyczy,,,Nie dotyczy,Nie dotyczy zakresu weryfikacji,https://orzeczenia.nsa.gov.pl/doc/A84BFA721A,,,,cbosa
2025-07-01,WSA we Wrocławiu,II SAB/Wr 476/25,Pozytywny,Merytoryczny,,Pobyt czasowy,"Uzyskał stwierdzenie bezczynności Wojewody i jej rażącego charakteru oraz zwrot kosztów; wniosek o sumę pieniężną został oddalony, a zobowiązanie do wydania zaświadczenia umorzone z uwagi na załatwienie sprawy w toku postępowania sądowego.",https://orzeczenia.nsa.gov.pl/doc/7C6542D362,,,,cbosa
2025-07-01,WSA we Wrocławiu,II SAB/Wr 611/25,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Zezwolenie na pobyt czasowy i pracę — skarga na bezczynność i przewlekłe prowadzenie postępowania,WSA odrzucił całą skargę z powodu nieuiszczenia wpisu sądowego; zarzuty bezczynności i przewlekłości nie zostały rozpoznane merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/9D6A07BDA1,,,,cbosa
2025-07-01,WSA we Wrocławiu,II SAB/Wr 709/25,Negatywny,Procesowy,"Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.",Pobyt czasowy i praca,Skarga na bezczynność została w całości odrzucona z powodu nieuiszczenia wpisu sądowego. Sąd nie rozpoznał merytorycznie zarzutu bezczynności Wojewody.,https://orzeczenia.nsa.gov.pl/doc/066973F813,,,,cbosa
2025-07-01,WSA we Wrocławiu,II SAB/Wr 748/25,Negatywny,Procesowy,"Skarżący albo jego pełnomocnik skutecznie cofnął skargę, a postępowanie umorzono.",Skarga na bezczynność w sprawie zezwolenia na pobyt czasowy i pracę,"Postępowanie sądowe umorzono w całości wskutek skutecznego cofnięcia skargi przez pełnomocnika skarżącego. Sąd nie rozstrzygnął merytorycznie, czy Wojewoda pozostawał w bezczynności.",https://orzeczenia.nsa.gov.pl/doc/433D606148,,,,cbosa
2025-07-01,WSA w Warszawie,IV SAB/Wa 188/25,Negatywny,Merytoryczny,szczegółowe uzasadnienie niepodane w wykazie WSA,Pobyt czasowy,Oddalono skargę,,Nie wniesiono skargi kasacyjnej,Nie dotyczy,Nie dotyczy,wykaz
2025-07-02,WSA w Gdańsku,II SA/Gd 132/25,Nie dotyczy,,,Nie dotyczy,Nie dotyczy zakresu weryfikacji,https://orzeczenia.nsa.gov.pl/doc/96A158AD05,,,,cbosa
2025-07-02,WSA w Gdańsku,II SA/Gd 133/25,Nie dotyczy,,,Skarga na decyzję w przedmiocie świadczenia „Dobry Start”; nie jest to skarga na bezczynność ani przewlekłe prowadzenie postępowania,"Korzystny procesowo: WSA uchylił zaskarżoną decyzję Prezesa ZUS oraz poprzedzającą ją decyzję ZUS, nie przesądzając jednak prawa skarżącej do świadczenia.",https://orzeczenia.nsa.gov.pl/doc/007568CB56,,,,cbosa
2025-07-02,WSA w Białymstoku,II SAB/Bk 29/25,Negatywny,Merytoryczny,Sąd rozpoznał główną skargę merytorycznie i oddalił ją jako niezasadną.,Pobyt czasowy – skarga na bezczynność,WSA oddalił skargę O. O. A. na bezczynność Wojewody Podlaskiego w sprawie zezwolenia na pobyt czasowy.,https://orzeczenia.nsa.gov.pl/doc/F5FCB1EE4A,,,,cbosa
2025-07-02,WSA w Gliwicach,II SAB/Gl 81/25,Negatywny,Procesowy,"Skarżący nie wykazał własnego interesu prawnego wymaganego do wniesienia skargi i dochodził ochrony interesu prawnego innej osoby, przez co nie miał legitymacji skargowej.; Skarga została odrzucona, ponieważ mimo wezwania sądu nie uiszczono należnego wpisu sądowego.; Nie uzupełniono wymaganego numeru PESEL strony będącej osobą fizyczną albo nie złożono oświadczenia o jego nieposiadaniu, mimo prawidłowego wezwania sądu, co skutkowało odrzuceniem skargi z powodu nieusunięcia braku formalnego.; Nie wykazano uprzedniego wniesienia ponaglenia do właściwego organu, mimo że wniesienie takiego ponaglenia jest warunkiem dopuszczalności skargi na bezczynność lub przewlekłe prowadzenie postępowania.",Pobyt czasowy,Skargi S.B. i W.J. zostały w całości odrzucone. Zarzutu bezczynności Wojewody nie rozpoznano merytorycznie.,https://orzeczenia.nsa.gov.pl/doc/99750C23B8,,,,cbosa
2025-07-02,WSA w Gliwicach,III SAB/Gl 645/24,Negatywny,Merytoryczny,Sąd rozpoznał główną skargę merytorycznie i oddalił ją jako niezasadną.,Pobyt czasowy w celu świadczenia pracy – skarga na bezczynność,Skarga na bezczynność Wojewody Śląskiego została w całości oddalona.,https://orzeczenia.nsa.gov.pl/doc/80908315EB,,,,cbosa
2025-07-02,WSA w Gliwicach,III SAB/Gl 90/25,Negatywny,Merytoryczny,Sąd rozpoznał główną skargę merytorycznie i oddalił ją jako niezasadną.,Pobyt czasowy i praca,WSA oddalił w całości skargę O. Z. na bezczynność Wojewody Śląskiego.,https://orzeczenia.nsa.gov.pl/doc/64D13E11FF,,,,cbosa
